"EC reference","Entity name","Entity type","Regulated donee type","Rec'd by (AU)","Reported under 62:12","Is sponsorship","Donor name","Donor type","Company reg. no.","Postcode","Type of donation","Nature / Provision","Purpose","How dealt with","Value","Received date","Accepted date","Reported date","Reported pre or post poll","Entity ID","Accounting unit ID",
"PF0098988","Labour Party","Political Party","","",,,"House of Lords","Public Fund","","SW1A 1AA","Public Funds","Cranborne Money (House of Lords)","","","£183,993.88","17/03/2014","17/03/2014","30/04/2014",,"53","",
"PF0098989","Labour Party","Political Party","","",,,"Scottish Parliament","Public Fund","","EH99 1SP","Public Funds","Assistance for Parties (Scottish Parliament)","","","£62,907.37","31/03/2014","31/03/2014","30/04/2014",,"53","",
"PF0098990","Plaid Cymru - The Party of Wales","Political Party","","Grwp San Steffan / Westminster Group",,,"Department of Finance and Administration","Public Fund","","SW1A 0AA","Public Funds","Short Money (House of Commons)","","","£6,296.92","26/02/2014","26/02/2014","30/04/2014",,"77","2820",
"PF0098992","Plaid Cymru - The Party of Wales","Political Party","","Grwp San Steffan / Westminster Group",,,"Department of Finance and Administration","Public Fund","","SW1A 0AA","Public Funds","Short Money (House of Commons)","","","£6,296.92","26/03/2014","26/03/2014","30/04/2014",,"77","2820",
"C0099467","Liberal Democrats","Political Party","","ALDC",,,"Joseph Rowntree Reform Trust Ltd, The Garden House","Company",":357963","YO30 6WQ","Cash","","","","£17,628.00","31/03/2014","31/03/2014","30/04/2014",,"90","1754",
"C0099468","Liberal Democrats","Political Party","","Argyll & Bute",,,"Mr Alan Reid","Individual","","","Cash","","","","£3,945.26","13/03/2014","31/03/2014","30/04/2014",,"90","1761",
"C0099470","Liberal Democrats","Political Party","","Bermondsey & Old Southwark",,,"Ministry of Sound Ltd, 103 Gaunt Street","Company",":2736122","SE1 6DP","Cash","","","","£10,000.00","31/03/2014","31/03/2014","30/04/2014",,"90","1787",
"C0099471","Liberal Democrats","Political Party","","Borough of Brent",,,"Ms Julia Glenn","Individual","","","Cash","","","","£2,500.00","20/01/2014","19/02/2014","30/04/2014",,"90","1813",
"C0099472","Liberal Democrats","Political Party","","Borough of Brent",,,"Brent Lib Dem Council Group, Brent Civic Centre","Unincorporated Association","","HA9 0FJ","Cash","","","","£2,500.00","31/03/2014","31/03/2014","30/04/2014",,"90","1813",
"C0099473","Liberal Democrats","Political Party","","Borough of Brent",,,"Brent Lib Dem Council Group, Brent Civic Centre","Unincorporated Association","","HA9 0FJ","Cash","","","","£6,000.00","31/03/2014","31/03/2014","30/04/2014",,"90","1813",
"C0099474","Liberal Democrats","Political Party","","Burnley",,,"Barnfield Construction Ltd, Mentor House","Company",":02365913","BB1 6AY","Cash","","","","£1,800.00","14/02/2014","13/03/2014","30/04/2014",,"90","1838",
"C0099475","Liberal Democrats","Political Party","","Burnley",,,"Velocity Composites Ltd, AMS Technology Park","Company",":06389233","BB11 5UB","Cash","","","","£1,800.00","21/02/2014","20/03/2014","30/04/2014",,"90","1838",
"C0099483","Liberal Democrats","Political Party","","Cambridgeshire County Co-Ordinating Committee",,,"Cambridgeshire CC Lib Dem Council Group, Shire Hall","Unincorporated Association","","CB3 0AP","Cash","","","","£1,530.00","31/03/2014","31/03/2014","30/04/2014",,"90","1849",
"C0099486","Liberal Democrats","Political Party","","Camden Borough",,,"Mrs Celia Atkin","Individual","","","Cash","","","","£3,000.00","17/03/2014","31/03/2014","30/04/2014",,"90","1854",
"C0099494","Liberal Democrats","Political Party","","Chippenham",,,"Lord na Strasburger","Individual","","","Cash","","","","£2,000.00","03/03/2014","30/03/2014","30/04/2014",,"90","1879",
"C0099497","Liberal Democrats","Political Party","","Derby City",,,"Derby Lib Dem Council Group, c/o, Council House","Unincorporated Association","","DE1 2FS","Cash","","","","£2,250.00","31/03/2014","31/03/2014","30/04/2014",,"90","1915",
"C0099498","Liberal Democrats","Political Party","","East Midlands Region",,,"Mr Anthony Wilkinson","Individual","","","Cash","","","","£2,000.00","17/03/2014","31/03/2014","30/04/2014",,"90","1939",
"C0099499","Liberal Democrats","Political Party","","East of England Region",,,"Ms Josephine Hayes","Individual","","","Cash","","","","£15,000.00","28/02/2014","27/03/2014","30/04/2014",,"90","1940",
"C0099500","Liberal Democrats","Political Party","","East of England Region",,,"Mr Andrew Duff","Individual","","","Cash","","","","£10,000.00","17/01/2014","16/02/2014","30/04/2014",,"90","1940",
"C0099501","Liberal Democrats","Political Party","","East of England Region",,,"Mr Andrew Duff","Individual","","","Cash","","","","£10,000.00","22/03/2014","31/03/2014","30/04/2014",,"90","1940",
"C0099504","Liberal Democrats","Political Party","","Eastleigh",,,"Eastleigh Lib Dem Council Group, Civic Offices","Unincorporated Association","","SO50 9YN","Cash","","","","£1,593.00","31/03/2014","31/03/2014","30/04/2014",,"90","1947",
"C0099505","Liberal Democrats","Political Party","","Eastleigh",,,"Hampshire CC LD Council Group, C/O The Castle ","Unincorporated Association","","SO23 8UJ","Cash","","","","£2,400.00","31/03/2014","31/03/2014","30/04/2014",,"90","1947",
"C0099506","Liberal Democrats","Political Party","","Fareham",,,"Fareham Lib Dem Council Group, Civic Offices","Unincorporated Association","","BO16 7AZ","Cash","","","","£1,620.00","13/01/2014","12/02/2014","30/04/2014",,"90","1972",
"C0099507","Liberal Democrats","Political Party","","",,,"Joseph Rowntree Reform Trust Ltd, The Garden House","Company",":357963","YO30 6WQ","Cash","","","","£127,200.00","30/01/2014","28/02/2014","30/04/2014",,"90","",
"C0099508","Liberal Democrats","Political Party","","",,,"Ministry of Sound Ltd, 103 Gaunt Street","Company",":2736122","SE1 6DP","Cash","","","","£50,000.00","21/01/2014","20/02/2014","30/04/2014",,"90","",
"C0099509","Liberal Democrats","Political Party","","",,,"Mrs Gitte Dawson","Individual","","","Cash","","","","£10,000.00","31/03/2014","31/03/2014","30/04/2014",,"90","",
"C0099510","Liberal Democrats","Political Party","","",,,"Ferring Pharmaceuticals Ltd, Drayton Hall","Company",":1198007","UB7 7PS","Cash","","","","£121,733.48","13/02/2014","12/03/2014","30/04/2014",,"90","",
"C0099511","Liberal Democrats","Political Party","","",,,"Mr Peter A Handscombe","Individual","","","Cash","","","","£185,000.00","28/02/2014","27/03/2014","30/04/2014",,"90","",
"C0099512","Liberal Democrats","Political Party","","",,,"Mr Graham R Hunnable","Individual","","","Cash","","","","£57,234.47","07/01/2014","06/02/2014","30/04/2014",,"90","",
"C0099513","Liberal Democrats","Political Party","","",,,"Mr Graham Tobbell","Individual","","","Cash","","","","£30,000.00","19/03/2014","31/03/2014","30/04/2014",,"90","",
"C0099514","Liberal Democrats","Political Party","","Gateshead",,,"Gateshead Lib Dem Council Group, Civic Centre","Unincorporated Association","","NE8 1HH","Cash","","","","£4,650.00","14/02/2014","13/03/2014","30/04/2014",,"90","1982",
"C0099515","Liberal Democrats","Political Party","","Haringey Borough",,,"Mr Dominic Mathon","Individual","","","Cash","","","","£2,000.00","03/01/2014","02/02/2014","30/04/2014",,"90","2013",
"C0099518","Liberal Democrats","Political Party","","Haringey Borough",,,"Mrs Katherine Reece","Individual","","","Cash","","","","£1,650.00","31/03/2014","31/03/2014","30/04/2014",,"90","2013",
"C0099519","Liberal Democrats","Political Party","","Haringey Borough",,,"Mr Martyn Bond","Individual","","","Cash","","","","£5,000.00","20/02/2014","19/03/2014","30/04/2014",,"90","2013",
"C0099520","Liberal Democrats","Political Party","","Haringey Borough",,,"Mr John Durham","Individual","","","Cash","","","","£2,000.00","31/01/2014","28/02/2014","30/04/2014",,"90","2013",
"C0099521","Liberal Democrats","Political Party","","Haringey Borough",,,"Mr John West","Individual","","","Cash","","","","£2,500.00","20/02/2014","19/03/2014","30/04/2014",,"90","2013",
"C0099522","Liberal Democrats","Political Party","","Haringey Borough",,,"Mrs Margaret West","Individual","","","Cash","","","","£2,500.00","20/02/2014","19/03/2014","30/04/2014",,"90","2013",
"C0099523","Liberal Democrats","Political Party","","Hereford & South Herefordshire",,,"Hereford & County Liberal Club Co Ltd, Brewery House","Company",":31799","HR4 7BA","Cash","","","","£3,000.00","26/02/2014","25/03/2014","30/04/2014",,"90","2026",
"C0099524","Liberal Democrats","Political Party","","Hereford & South Herefordshire",,,"Hereford & County Liberal Club Co Ltd, Brewery House","Company",":31799","HR4 7BA","Cash","","","","£4,500.00","31/03/2014","31/03/2014","30/04/2014",,"90","2026",
"C0099525","Liberal Democrats","Political Party","","Hertfordshire County Co-ordinating Committee",,,"Hertfordshire CC Lib Dem Council Group, County Hall","Unincorporated Association","","SG13 8DQ","Cash","","","","£3,750.00","31/03/2014","31/03/2014","30/04/2014",,"90","2030",
"C0099527","Liberal Democrats","Political Party","","Inverness, Nairn, Badenoch & Strathspey",,,"Ministry of Sound Ltd, 103 Gaunt Street","Company",":2736122","SE1 6DP","Cash","","","","£10,000.00","18/03/2014","31/03/2014","30/04/2014",,"90","2049",
